Date,Time,Thermocouple #1[C],TC Cold Junction #1[C],Water Level[in],Probe #1 Humidity,Probe #1 Temperature[C],EC[uS/cm],Probe #1 Light Level[lux],PH,Probe #1 Moisture Level,
08/03/21,11:24:32,26.50,27.38,3.00,48.57,26.65,1.71,37.32,3.94,354.00,
08/03/21,11:25:33,26.50,27.38,3.00,48.46,26.67,1.71,37.32,3.95,353.00,
08/03/21,11:26:33,26.50,27.38,3.00,48.63,26.70,1.70,37.32,3.95,353.00,
08/03/21,11:27:34,26.50,27.44,3.00,48.55,26.72,1.71,37.32,3.95,354.00,
08/03/21,11:28:34,26.50,27.38,3.00,48.56,26.74,1.71,38.02,3.95,354.00,
08/03/21,11:29:35,26.50,27.38,3.00,48.43,26.77,1.71,36.86,3.95,354.00,
08/03/21,11:30:35,26.50,27.44,3.00,48.32,26.78,1.71,35.48,3.95,353.00,
08/03/21,11:31:36,26.50,27.50,3.00,48.43,26.78,1.71,36.86,3.95,353.00,
08/03/21,11:32:37,26.75,27.50,3.00,48.55,26.82,1.71,37.56,3.94,353.00,
08/03/21,11:33:37,26.75,27.56,3.00,48.42,26.85,1.71,37.56,3.94,354.00,
08/03/21,11:34:37,26.75,27.56,3.00,48.43,26.87,1.71,36.86,3.94,354.00,
08/03/21,11:35:38,26.75,27.56,3.00,48.30,26.87,1.70,36.40,3.94,353.00,
08/03/21,11:36:39,26.75,27.62,3.00,48.50,26.91,1.71,36.40,3.94,354.00,
08/03/21,11:37:40,26.75,27.62,3.00,48.52,26.92,1.70,37.32,3.94,354.00,
08/03/21,11:38:40,26.75,27.69,3.00,48.32,26.96,1.71,36.40,3.94,354.00,
08/03/21,11:39:41,26.75,27.69,3.00,48.42,26.96,1.71,37.09,3.95,354.00,
08/03/21,11:40:41,26.75,27.69,3.00,48.28,26.99,1.71,37.32,3.94,354.00,
08/03/21,11:41:42,26.75,27.75,3.00,48.35,27.00,1.71,36.40,3.94,352.00,
08/03/21,11:42:43,26.50,27.75,3.00,48.10,27.03,1.71,37.09,3.94,352.00,
08/03/21,11:43:44,27.00,27.75,3.00,47.94,27.06,1.71,37.09,3.94,354.00,
08/03/21,11:44:44,27.00,27.81,3.00,48.17,27.08,1.71,36.86,3.94,353.00,
08/03/21,11:45:45,27.00,27.81,3.00,48.13,27.09,1.71,36.86,3.94,353.00,
08/03/21,11:46:45,27.00,27.81,3.00,48.04,27.09,1.71,36.63,3.94,354.00,
08/03/21,11:47:46,27.00,27.81,3.00,47.91,27.10,1.71,34.10,3.94,353.00,
08/03/21,11:48:46,26.75,27.81,3.00,47.80,27.10,1.71,35.48,3.94,354.00,
08/03/21,11:49:47,26.75,27.81,3.00,47.88,27.09,1.70,34.56,3.95,353.00,
08/03/21,11:50:47,26.75,27.81,3.00,47.61,27.05,1.71,34.56,3.95,353.00,
08/03/21,11:51:48,26.75,27.81,3.00,47.90,27.00,1.71,34.56,3.94,352.00,
08/03/21,11:52:48,26.75,27.81,3.00,48.15,26.99,1.71,32.26,3.94,353.00,
08/03/21,11:53:49,26.75,27.81,3.00,48.38,26.98,1.71,28.80,3.94,353.00,
08/03/21,11:54:50,26.75,27.88,3.00,48.66,26.99,1.71,30.64,3.95,353.00,
08/03/21,11:55:51,27.00,27.88,3.00,48.65,27.02,1.71,29.95,3.95,353.00,
08/03/21,11:56:51,27.00,27.88,3.00,48.64,27.02,1.71,29.95,3.95,353.00,
08/03/21,11:57:52,27.00,27.88,3.00,48.50,27.02,1.71,29.72,3.95,354.00,
08/03/21,11:58:52,27.00,27.88,3.00,48.53,27.08,1.71,30.41,3.94,354.00,
08/03/21,11:59:53,27.00,27.94,3.00,48.53,27.10,1.71,29.95,3.95,353.00,
08/03/21,12:00:53,27.00,27.94,3.00,48.54,27.15,1.71,30.64,3.95,353.00,
08/03/21,12:01:54,27.00,27.94,3.00,48.53,27.17,1.71,29.95,3.94,353.00,
08/03/21,12:02:54,27.00,27.94,3.00,48.50,27.22,1.71,29.49,3.95,353.00,
08/03/21,12:03:55,27.00,28.00,3.00,48.42,27.25,1.71,30.64,3.95,353.00,
08/03/21,12:04:55,27.00,28.00,3.00,48.62,27.30,1.71,30.41,3.94,354.00,
08/03/21,12:05:56,27.25,28.00,3.00,48.39,27.32,1.72,30.64,3.94,354.00,
08/03/21,12:06:57,27.25,28.00,3.00,48.41,27.34,1.71,30.64,3.95,354.00,
08/03/21,12:07:57,27.25,28.00,3.00,48.24,27.39,1.71,30.64,3.94,353.00,
08/03/21,12:08:58,27.25,28.06,3.00,48.32,27.43,1.71,29.95,3.94,354.00,
08/03/21,12:09:59,27.25,28.06,3.00,48.11,27.40,1.71,29.49,3.94,353.00,
08/03/21,12:11:00,27.25,28.12,3.00,48.18,27.44,1.71,29.95,3.95,354.00,
08/03/21,12:12:01,27.25,28.12,3.00,48.23,27.48,1.71,29.03,3.95,354.00,
08/03/21,12:13:01,27.25,28.12,3.00,48.16,27.48,1.71,29.49,3.95,353.00,
08/03/21,12:14:02,27.25,28.19,3.00,48.03,27.51,1.71,29.03,3.94,354.00,
08/03/21,12:15:02,27.25,28.19,3.00,47.88,27.55,1.71,30.18,3.95,353.00,
08/03/21,12:16:03,27.50,28.25,3.00,47.73,27.54,1.71,28.80,3.94,354.00,
08/03/21,12:17:03,27.25,28.25,3.00,47.85,27.63,1.71,30.18,3.94,353.00,
08/03/21,12:18:04,27.50,28.25,3.00,47.68,27.64,1.71,27.65,3.95,352.00,
08/03/21,12:19:04,27.50,28.31,3.00,47.71,27.68,1.71,29.72,3.94,352.00,
08/03/21,12:20:05,27.50,28.31,3.00,47.78,27.70,1.71,29.49,3.95,354.00,
08/03/21,12:21:06,27.50,28.38,3.00,47.89,27.70,1.71,29.26,3.94,354.00,
08/03/21,12:22:07,27.50,28.38,3.00,47.69,27.75,1.71,31.33,3.94,354.00,
08/03/21,12:23:07,27.50,28.38,3.00,47.62,27.77,1.71,31.56,3.95,354.00,
08/03/21,12:24:08,27.50,28.38,3.00,47.59,27.77,1.71,17.80,3.94,353.00,
08/03/21,12:25:08,27.50,28.44,3.00,47.76,27.77,1.71,16.53,3.95,353.00,
08/03/21,12:26:09,27.50,28.44,3.00,47.12,27.72,1.71,16.07,3.95,353.00,
08/03/21,12:27:09,27.50,28.50,3.00,46.30,27.70,1.71,16.88,3.95,352.00,
08/03/21,12:28:09,27.50,28.50,3.00,46.73,27.63,1.71,15.84,3.95,354.00,
08/03/21,12:29:09,27.50,28.56,3.00,47.23,27.60,1.71,15.96,3.95,353.00,
08/03/21,12:30:10,27.50,28.50,3.00,47.76,27.60,1.71,16.65,3.94,354.00,
08/03/21,12:31:10,27.50,28.56,3.00,47.92,27.55,1.71,16.19,3.95,354.00,
08/03/21,12:32:10,27.50,28.56,3.00,48.19,27.57,1.71,16.99,3.95,352.00,
08/03/21,12:33:11,27.50,28.62,3.00,48.21,27.55,1.71,16.36,3.95,354.00,
08/03/21,12:34:11,27.50,28.62,3.00,48.44,27.55,1.72,16.36,3.95,353.00,
08/03/21,12:35:11,27.50,28.62,3.00,48.58,27.55,1.72,16.01,3.95,352.00,
08/03/21,12:36:12,27.50,28.69,3.00,48.68,27.54,1.71,16.82,3.95,353.00,
08/03/21,12:37:12,27.50,28.69,3.00,48.62,27.53,1.71,16.53,3.95,353.00,
08/03/21,12:38:12,27.75,28.69,3.00,48.56,27.53,1.71,16.19,3.95,352.00,
08/03/21,12:39:13,27.50,28.75,3.00,48.80,27.53,1.71,16.07,3.95,353.00,
08/03/21,12:40:13,27.50,28.75,3.00,48.90,27.51,1.71,16.36,3.95,354.00,
08/03/21,12:41:13,27.50,28.75,3.00,49.06,27.53,1.72,16.53,3.95,352.00,
08/03/21,12:42:13,27.50,28.81,3.00,49.04,27.53,1.72,16.59,3.95,352.00,
08/03/21,12:43:14,27.50,28.75,3.00,48.70,27.53,1.72,16.13,3.95,353.00,
08/03/21,12:44:14,27.50,28.75,3.00,47.94,27.53,1.72,16.99,3.95,353.00,
08/03/21,12:45:15,27.50,28.81,3.00,48.51,27.53,1.72,16.53,3.95,352.00,
08/03/21,12:46:15,27.50,28.81,3.00,48.22,27.53,1.72,16.01,3.95,354.00,
08/03/21,12:47:15,27.50,28.81,3.00,47.98,27.51,1.72,16.36,3.95,353.00,
08/03/21,12:48:16,27.50,28.81,3.00,48.51,27.53,1.72,16.65,3.95,352.00,
08/03/21,12:49:16,27.50,28.81,3.00,48.76,27.51,1.72,16.70,3.95,352.00,
08/03/21,12:50:16,27.75,28.81,3.00,48.94,27.53,1.72,17.11,3.95,353.00,
08/03/21,12:51:17,27.50,28.81,3.00,49.05,27.50,1.72,16.70,3.94,353.00,
08/03/21,12:52:17,27.75,28.88,3.00,49.12,27.54,1.72,16.76,3.94,353.00,
08/03/21,12:53:18,27.50,28.88,3.00,49.26,27.57,1.72,16.24,3.94,353.00,
08/03/21,12:54:18,27.50,28.88,3.00,49.25,27.53,1.73,16.65,3.95,353.00,
08/03/21,12:55:18,27.50,28.94,3.00,49.28,27.55,1.72,17.11,3.95,353.00,
08/03/21,12:56:18,27.75,28.94,3.00,49.19,27.54,1.73,18.20,3.95,354.00,
08/03/21,12:57:19,27.50,28.94,3.00,48.03,27.50,1.73,16.13,3.95,353.00,
08/03/21,12:58:19,27.50,28.94,3.00,48.55,27.53,1.72,16.47,3.95,354.00,
08/03/21,12:59:19,27.50,28.94,3.00,48.87,27.50,1.72,16.59,3.95,354.00,
08/03/21,13:00:20,27.75,29.00,3.00,48.99,27.51,1.72,16.30,3.95,353.00,
08/03/21,13:01:20,27.75,29.00,3.00,48.88,27.51,1.72,16.30,3.95,354.00,
08/03/21,13:02:21,27.75,29.00,3.00,49.12,27.53,1.73,16.07,3.95,353.00,
08/03/21,13:03:21,27.75,29.06,3.00,49.27,27.53,1.72,16.13,3.95,354.00,
08/03/21,13:04:21,27.75,29.06,3.00,49.31,27.53,1.72,16.07,3.95,353.00,
08/03/21,13:05:22,27.75,29.06,3.00,49.42,27.53,1.72,16.01,3.95,353.00,
08/03/21,13:06:22,27.75,29.00,3.00,49.27,27.54,1.72,15.96,3.95,352.00,
08/03/21,13:07:22,27.75,29.00,3.00,49.45,27.53,1.72,15.84,3.94,354.00,
08/03/21,13:08:23,27.50,29.06,3.00,49.53,27.54,1.72,16.93,3.95,353.00,
08/03/21,13:09:23,27.75,29.06,3.00,49.51,27.55,1.72,16.65,3.95,354.00,
08/03/21,13:10:24,27.75,29.06,3.00,49.45,27.55,1.72,16.42,3.95,352.00,
08/03/21,13:11:24,27.75,29.06,3.00,49.48,27.54,1.72,16.53,3.95,353.00,
08/03/21,13:12:24,27.75,29.06,3.00,49.53,27.54,1.72,16.07,3.95,353.00,
08/03/21,13:13:25,27.75,29.12,3.00,49.51,27.54,1.72,16.59,3.95,353.00,
08/03/21,13:14:25,27.75,29.12,3.00,49.22,27.55,1.72,16.47,3.94,354.00,
08/03/21,13:15:26,27.75,29.12,3.00,49.27,27.55,1.73,15.96,3.95,354.00,
08/03/21,13:16:26,27.75,29.12,3.00,49.35,27.57,1.73,16.30,3.94,352.00,
08/03/21,13:17:26,27.75,29.19,3.00,49.46,27.57,1.73,15.90,3.94,354.00,
08/03/21,13:18:27,27.75,29.19,3.00,49.39,27.55,1.73,15.96,3.95,354.00,
08/03/21,13:19:27,27.75,29.19,3.00,49.42,27.57,1.73,16.36,3.95,353.00,
08/03/21,13:20:27,27.75,29.19,3.00,49.38,27.58,1.73,16.30,3.94,352.00,
08/03/21,13:21:27,27.75,29.19,3.00,49.30,27.61,1.73,16.36,3.95,352.00,
08/03/21,13:22:28,27.75,29.19,3.00,49.37,27.60,1.73,16.24,3.95,353.00,
08/03/21,13:23:28,27.75,29.19,3.00,49.49,27.60,1.73,16.19,3.95,353.00,
08/03/21,13:24:28,27.75,29.25,3.00,49.56,27.63,1.73,16.53,3.94,353.00,
08/03/21,13:25:29,27.75,29.19,3.00,49.62,27.63,1.73,16.42,3.94,353.00,
08/03/21,13:26:29,27.75,29.19,3.00,49.61,27.63,1.73,16.53,3.95,353.00,
08/03/21,13:27:29,27.75,29.19,3.00,49.56,27.63,1.73,16.65,3.94,353.00,
08/03/21,13:28:29,27.75,29.19,3.00,49.58,27.63,1.73,16.59,3.95,353.00,
08/03/21,13:29:30,27.75,29.25,3.00,49.53,27.64,1.73,16.65,3.94,354.00,
08/03/21,13:30:30,27.75,29.25,3.00,49.45,27.67,1.73,16.82,3.95,353.00,
08/03/21,13:31:30,27.75,29.25,3.00,49.46,27.67,1.73,16.30,3.95,354.00,
08/03/21,13:32:31,27.75,29.25,3.00,49.48,27.70,1.73,17.11,3.95,354.00,
08/03/21,13:33:31,27.75,29.25,3.00,49.51,27.68,1.73,16.76,3.95,353.00,
08/03/21,13:34:31,27.75,29.25,3.00,49.46,27.67,1.73,16.59,3.95,353.00,
08/03/21,13:35:32,27.75,29.31,3.00,49.09,27.71,1.73,17.40,3.95,352.00,
08/03/21,13:36:32,27.75,29.25,3.00,48.30,27.71,1.73,17.51,3.95,354.00,
08/03/21,13:37:32,27.75,29.25,3.00,47.45,27.68,1.72,16.13,3.94,354.00,
08/03/21,13:38:33,27.75,29.25,3.00,48.00,27.71,1.73,16.88,3.95,353.00,
08/03/21,13:39:33,27.75,29.25,3.00,48.32,27.71,1.73,16.53,3.95,353.00,
08/03/21,13:40:33,27.75,29.25,3.00,48.45,27.71,1.72,16.76,3.95,353.00,
08/03/21,13:41:34,27.75,29.25,3.00,48.59,27.71,1.73,16.70,3.95,354.00,
08/03/21,13:42:34,27.75,29.31,3.00,48.66,27.74,1.73,16.53,3.94,353.00,
08/03/21,13:43:35,27.75,29.31,3.00,48.63,27.77,1.72,16.76,3.95,353.00,
08/03/21,13:44:35,28.00,29.31,3.00,48.66,27.77,1.72,16.93,3.95,354.00,
08/03/21,13:45:35,28.00,29.38,3.00,48.65,27.75,1.72,16.99,3.95,354.00,
08/03/21,13:46:36,27.75,29.31,3.00,48.65,27.77,1.72,16.47,3.95,353.00,
08/03/21,13:47:36,28.00,29.31,3.00,48.79,27.81,1.73,16.76,3.95,354.00,
08/03/21,13:48:36,28.00,29.31,3.00,48.12,27.78,1.73,17.22,3.95,353.00,
08/03/21,13:49:37,27.75,29.31,3.00,48.10,27.80,1.73,17.80,3.95,353.00,
08/03/21,13:50:37,27.75,29.31,3.00,48.37,27.81,1.73,17.97,3.95,352.00,
08/03/21,13:51:37,28.00,29.31,3.00,48.55,27.80,1.73,18.26,3.95,353.00,
08/03/21,13:52:38,27.75,29.38,3.00,48.67,27.84,1.73,18.78,3.95,354.00,
08/03/21,13:53:38,27.75,29.31,3.00,48.64,27.87,1.73,19.35,3.95,353.00,
08/03/21,13:54:38,28.00,29.38,3.00,48.66,27.87,1.73,18.55,3.94,352.00,
08/03/21,13:55:39,28.00,29.38,3.00,48.65,27.84,1.73,19.53,3.94,353.00,
08/03/21,13:56:39,28.00,29.38,3.00,48.45,27.88,1.73,20.62,3.95,353.00,
08/03/21,13:57:39,28.00,29.38,3.00,48.60,27.89,1.73,21.02,3.94,354.00,
08/03/21,13:58:40,28.00,29.38,3.00,48.61,27.91,1.73,21.43,3.94,353.00,
08/03/21,13:59:40,28.00,29.44,3.00,48.49,27.91,1.73,23.50,3.94,353.00,
08/03/21,14:00:41,28.00,29.44,3.00,48.54,27.94,1.73,27.65,3.95,353.00,
08/03/21,14:01:42,28.00,29.44,3.00,48.58,27.94,1.73,28.34,3.94,353.00,
08/03/21,14:02:42,28.00,29.44,3.00,48.58,27.97,1.72,30.18,3.95,353.00,
08/03/21,14:03:43,26.50,29.44,3.00,48.68,27.98,1.72,30.41,3.96,353.00,
08/03/21,14:04:43,26.25,29.50,3.00,48.69,27.99,1.72,31.33,3.95,352.00,
08/03/21,14:05:44,28.00,29.50,3.00,48.75,27.97,1.72,32.03,3.95,354.00,
08/03/21,14:06:44,28.00,29.50,3.00,48.73,28.02,1.72,32.49,3.95,352.00,
08/03/21,14:07:45,28.00,29.50,3.00,48.77,28.02,1.72,32.26,3.95,353.00,
08/03/21,14:08:45,28.25,29.50,3.00,48.80,28.04,1.72,34.10,3.95,354.00,
08/03/21,14:09:46,28.00,29.50,3.00,48.74,28.06,1.72,34.56,3.95,352.00,
08/03/21,14:10:46,28.25,29.56,3.00,48.62,28.08,1.72,34.79,3.95,352.00,
08/03/21,14:11:47,28.00,29.50,3.00,48.68,28.08,1.72,35.94,3.95,354.00,
08/03/21,14:12:48,28.25,29.50,3.00,48.60,28.12,1.72,35.25,3.95,354.00,
08/03/21,14:13:49,28.25,29.56,3.00,48.58,28.10,1.72,36.63,3.95,353.00,
08/03/21,14:14:49,28.25,29.56,3.00,48.62,28.16,1.72,37.32,3.95,353.00,
08/03/21,14:15:50,28.25,29.56,3.00,48.58,28.16,1.72,37.79,3.95,353.00,
08/03/21,14:16:50,28.25,29.56,3.00,48.60,28.19,1.73,39.86,3.95,354.00,
08/03/21,14:17:51,28.25,29.62,3.00,48.54,28.19,1.73,39.40,3.95,354.00,
08/03/21,14:18:51,28.25,29.62,3.00,48.55,28.22,1.73,38.71,3.95,354.00,
08/03/21,14:19:52,28.25,29.69,3.00,48.54,28.22,1.73,40.78,3.95,353.00,
08/03/21,14:20:52,28.25,29.69,3.00,48.58,28.23,1.73,37.79,3.95,352.00,
08/03/21,14:21:53,28.25,29.69,3.00,48.54,28.26,1.73,41.93,3.95,353.00,
08/03/21,14:22:53,28.25,29.69,3.00,48.53,28.29,1.72,41.70,3.95,354.00,
08/03/21,14:23:54,28.25,29.69,3.00,48.55,28.32,1.72,43.08,3.95,352.00,
08/03/21,14:24:54,28.25,29.75,3.00,48.49,28.32,1.73,43.32,3.95,352.00,
08/03/21,14:25:55,28.25,29.75,3.00,48.60,28.35,1.73,44.47,3.95,354.00,
08/03/21,14:26:56,28.25,29.75,3.00,48.54,28.36,1.72,46.08,3.95,354.00,
08/03/21,14:27:56,28.25,29.75,3.00,48.38,28.37,1.72,42.39,3.95,352.00,
08/03/21,14:28:56,28.25,29.75,3.00,48.47,28.37,1.72,42.62,3.95,353.00,
08/03/21,14:29:57,28.50,29.75,3.00,48.43,28.42,1.72,43.32,3.95,353.00,
08/03/21,14:30:58,28.50,29.75,3.00,48.37,28.42,1.72,47.00,3.95,354.00,
08/03/21,14:31:59,28.50,29.81,3.00,48.31,28.43,1.72,46.08,3.95,353.00,
08/03/21,14:32:59,28.50,29.81,3.00,48.24,28.47,1.72,41.93,3.95,354.00,
08/03/21,14:33:59,28.50,29.81,3.00,48.28,28.49,1.72,44.24,3.95,353.00,
08/03/21,14:35:00,28.50,29.88,3.00,48.25,28.49,1.72,44.47,3.94,354.00,
08/03/21,14:36:00,28.50,29.88,3.00,48.25,28.53,1.72,44.24,3.94,352.00,
08/03/21,14:37:01,28.50,29.88,3.00,48.23,28.56,1.72,44.01,3.94,354.00,
08/03/21,14:38:02,28.50,29.88,3.00,48.17,28.59,1.72,44.01,3.95,353.00,
08/03/21,14:39:03,28.50,29.88,3.00,48.25,28.57,1.72,45.85,3.95,353.00,
08/03/21,14:40:03,28.50,29.94,3.00,48.19,28.59,1.72,45.62,3.95,354.00,
08/03/21,14:41:04,28.50,29.94,3.00,48.23,28.63,1.72,46.54,3.95,354.00,
08/03/21,14:42:05,28.50,29.94,3.00,48.22,28.64,1.72,47.00,3.95,354.00,
08/03/21,14:43:05,28.50,29.94,3.00,48.21,28.68,1.72,45.62,3.95,352.00,
08/03/21,14:44:05,28.75,30.00,3.00,48.30,28.70,1.72,47.00,3.95,353.00,
08/03/21,14:45:05,28.75,30.00,3.00,48.20,28.74,1.72,47.00,3.95,353.00,
08/03/21,14:46:06,28.75,30.00,3.00,48.21,28.72,1.72,47.00,3.95,353.00,
08/03/21,14:47:07,28.75,30.06,3.00,48.09,28.77,1.72,52.07,3.95,353.00,
08/03/21,14:48:08,28.75,30.06,3.00,48.06,28.77,1.72,47.46,3.95,354.00,
08/03/21,14:49:09,28.75,30.06,3.00,48.04,28.80,1.72,49.77,3.95,353.00,
08/03/21,14:50:09,28.75,30.06,3.00,48.12,28.81,1.72,49.77,3.94,354.00,
08/03/21,14:51:10,28.75,30.06,3.00,48.03,28.82,1.72,51.15,3.95,353.00,
08/03/21,14:52:11,28.75,30.12,3.00,47.99,28.85,1.72,48.84,3.95,354.00,
08/03/21,14:53:12,28.75,30.12,3.00,48.05,28.89,1.72,58.98,3.95,353.00,
08/03/21,14:54:13,28.75,30.12,3.00,47.99,28.92,1.72,54.37,3.95,353.00,
08/03/21,14:55:13,28.75,30.12,3.00,47.94,28.94,1.72,53.45,3.95,353.00,
08/03/21,14:56:14,29.00,30.12,3.00,47.98,28.94,1.72,52.07,3.95,353.00,
08/03/21,14:57:15,29.00,30.19,3.00,47.91,28.97,1.72,50.23,3.95,353.00,
08/03/21,14:58:16,28.75,30.19,3.00,47.92,28.98,1.72,52.99,3.95,353.00,
08/03/21,14:59:17,29.00,30.25,3.00,47.98,28.98,1.72,50.23,3.95,354.00,
08/03/21,15:00:17,29.00,30.25,3.00,47.88,29.02,1.72,54.37,3.95,354.00,
08/03/21,15:01:18,29.00,30.25,3.00,47.86,29.06,1.72,51.61,3.95,354.00,
08/03/21,15:02:19,29.00,30.25,3.00,48.02,29.06,1.72,55.30,3.95,353.00,
08/03/21,15:03:20,29.00,30.25,3.00,47.77,29.08,1.72,53.45,3.95,353.00,
08/03/21,15:04:20,29.00,30.25,3.00,47.72,29.12,1.72,52.99,3.95,352.00,
08/03/21,15:05:21,29.00,30.25,3.00,47.65,29.12,1.71,52.07,3.95,352.00,
08/03/21,15:06:22,29.00,30.25,3.00,47.76,29.15,1.71,49.77,3.95,353.00,
08/03/21,15:07:23,29.00,30.25,3.00,47.78,29.18,1.72,54.84,3.95,353.00,
08/03/21,15:08:24,29.00,30.31,3.00,47.64,29.19,1.72,53.91,3.96,353.00,
08/03/21,15:09:24,29.00,30.31,3.00,47.66,29.20,1.72,54.37,3.96,354.00,
08/03/21,15:10:25,29.00,30.38,3.00,47.67,29.26,1.72,53.91,3.95,354.00,
08/03/21,15:11:26,29.00,30.38,3.00,47.68,29.26,1.72,54.37,3.95,354.00,
08/03/21,15:12:27,29.00,30.38,3.00,47.62,29.29,1.72,52.99,3.96,353.00,
08/03/21,15:13:28,29.25,30.44,3.00,47.59,29.30,1.72,54.37,3.96,353.00,
08/03/21,15:14:29,29.25,30.44,3.00,47.59,29.36,1.72,57.14,3.96,353.00,
08/03/21,15:15:29,29.25,30.44,3.00,47.61,29.35,1.72,57.60,3.95,354.00,
08/03/21,15:16:30,29.25,30.50,3.00,47.53,29.39,1.72,57.60,3.95,353.00,
08/03/21,15:17:31,29.25,30.50,3.00,47.15,29.40,1.71,50.69,3.96,354.00,
08/03/21,15:18:32,29.25,30.50,3.00,47.22,29.40,1.72,52.07,3.95,354.00,
08/03/21,15:19:32,29.25,30.50,3.00,47.30,29.44,1.71,52.07,3.96,354.00,
08/03/21,15:20:33,29.25,30.50,3.00,47.30,29.49,1.71,52.07,3.96,353.00,
08/03/21,15:21:34,29.50,30.56,3.00,47.25,29.50,1.71,52.99,3.95,354.00,
08/03/21,15:22:35,29.25,30.56,3.00,47.31,29.50,1.71,58.52,3.96,354.00,
08/03/21,15:23:36,29.25,30.56,3.00,47.27,29.54,1.72,55.76,3.96,354.00,
08/03/21,15:24:36,29.25,30.56,3.00,47.25,29.57,1.72,54.37,3.96,354.00,
08/03/21,15:25:37,29.50,30.62,3.00,47.20,29.60,1.72,53.91,3.96,353.00,
08/03/21,15:26:38,29.50,30.62,3.00,47.21,29.63,1.72,56.68,3.96,352.00,
08/03/21,15:27:39,29.50,30.69,3.00,47.23,29.66,1.72,54.37,3.95,354.00,
08/03/21,15:28:39,29.50,30.69,3.00,47.33,29.67,1.72,56.22,3.95,353.00,
08/03/21,15:29:40,29.50,30.69,3.00,47.28,29.70,1.71,55.76,3.96,353.00,
08/03/21,15:30:41,29.50,30.75,3.00,47.29,29.71,1.71,54.37,3.95,353.00,
08/03/21,15:31:42,29.50,30.75,3.00,47.29,29.75,1.72,55.76,3.95,354.00,
08/03/21,15:32:43,28.75,30.75,3.00,47.22,29.78,1.71,57.14,3.96,353.00,
08/03/21,15:33:44,29.50,30.81,3.00,47.23,29.81,1.71,57.14,3.95,353.00,
08/03/21,15:34:44,29.50,30.81,3.00,47.19,29.82,1.71,57.14,3.95,354.00,
08/03/21,15:35:45,29.50,30.81,3.00,47.13,29.84,1.72,58.06,3.95,354.00,
08/03/21,15:36:46,29.75,30.88,3.00,47.07,29.88,1.72,56.22,3.96,352.00,
08/03/21,15:37:46,29.75,30.88,3.00,47.14,29.91,1.72,54.84,3.96,353.00,
08/03/21,15:38:47,29.75,30.94,3.00,46.98,29.91,1.72,58.98,3.96,353.00,
08/03/21,15:39:48,29.75,30.94,3.00,46.99,29.92,1.72,60.36,3.96,354.00,
08/03/21,15:40:49,29.75,30.94,3.00,46.96,29.92,1.72,55.76,3.96,354.00,
08/03/21,15:41:50,29.75,30.94,3.00,46.92,29.97,1.71,55.30,3.96,354.00,
08/03/21,15:42:50,29.75,31.00,3.00,46.84,30.00,1.71,56.22,3.96,353.00,
08/03/21,15:43:51,29.75,31.00,3.00,46.89,30.02,1.71,58.52,3.96,354.00,
08/03/21,15:44:52,29.75,31.00,3.00,46.87,30.05,1.71,56.68,3.96,353.00,
08/03/21,15:45:53,29.75,31.06,3.00,46.95,30.07,1.71,57.14,3.96,352.00,
08/03/21,15:46:54,30.00,31.06,3.00,46.95,30.09,1.71,60.83,3.96,354.00,
08/03/21,15:47:54,30.00,31.12,3.00,47.00,30.11,1.72,58.98,3.96,353.00,
08/03/21,15:48:55,30.00,31.06,3.00,46.92,30.12,1.72,64.05,3.96,353.00,
08/03/21,15:49:56,30.00,31.12,3.00,46.94,30.14,1.72,60.83,3.96,354.00,
08/03/21,15:50:57,30.00,31.12,3.00,46.93,30.16,1.72,61.29,3.96,353.00,
08/03/21,15:51:58,30.00,31.19,3.00,46.89,30.22,1.72,64.05,3.96,353.00,
08/03/21,15:52:58,30.00,31.19,3.00,46.93,30.24,1.72,61.75,3.95,354.00,
08/03/21,15:53:59,30.00,31.19,3.00,46.79,30.24,1.71,62.21,3.96,354.00,
08/03/21,15:55:00,30.00,31.25,3.00,46.79,30.26,1.72,66.36,3.96,354.00,
08/03/21,15:56:01,30.00,31.25,3.00,46.89,30.29,1.71,61.75,3.96,353.00,
08/03/21,15:57:02,30.00,31.25,3.00,46.66,30.32,1.71,60.83,3.96,354.00,
08/03/21,15:58:02,30.25,31.25,3.00,46.68,30.35,1.71,70.96,3.96,353.00,
08/03/21,15:59:03,30.25,31.31,3.00,46.23,30.36,1.72,64.51,3.96,354.00,
08/03/21,16:00:03,30.25,31.38,3.00,46.28,30.40,1.72,62.21,3.96,353.00,
08/03/21,16:01:04,30.25,31.38,3.00,46.15,30.40,1.72,75.11,3.96,353.00,
08/03/21,16:02:05,30.25,31.38,3.00,46.01,30.42,1.72,60.83,3.96,353.00,
08/03/21,16:03:06,30.25,31.38,3.00,46.10,30.47,1.72,64.97,3.96,352.00,
08/03/21,16:04:06,30.25,31.44,3.00,46.18,30.47,1.72,65.43,3.96,354.00,
08/03/21,16:05:07,30.25,31.44,3.00,46.22,30.50,1.71,64.97,3.96,353.00,
08/03/21,16:06:08,30.25,31.44,3.00,46.24,30.53,1.71,63.13,3.96,353.00,
08/03/21,16:07:09,30.50,31.50,3.00,46.17,30.56,1.71,62.67,3.96,352.00,
08/03/21,16:08:10,30.50,31.50,3.00,46.23,30.59,1.71,64.05,3.96,353.00,
08/03/21,16:09:10,30.50,31.50,3.00,46.14,30.60,1.71,65.43,3.96,353.00,
